Geographic;City;share_white;share_black;share_native_american;share_asian;share_hispanic
NY;Waddington village;97.7;0.5;1.2;0.1;0.5
MS;Wade CDP;96.2;2.1;0.7;0.1;0.2
SC;Wade Hampton CDP;78;10.2;0.4;3.2;11.2
NC;Wade town;74.6;20.9;0.7;1.3;3.2
IA;Wadena city;99.2;0;0;0;0.8
MN;Wadena city;95.6;1.6;0.3;0.4;1.4
NC;Wadesboro town;35.6;60.7;0.2;1.4;1.8
NY;Wading River CDP;94.5;2;0.1;1;4.5
GA;Wadley city;17.4;79.2;0.1;0.6;4.8
AL;Wadley town;57.9;36.2;0.1;0;4.4
NV;Wadsworth CDP;24.8;0.2;70.7;0.4;9
NY;Wadsworth CDP;97.4;0.5;0;0;2.1
OH;Wadsworth city;96.9;0.8;0.2;0.7;1.2
IL;Wadsworth village;87.6;4.1;0.4;2.3;8.8
TX;Waelder city;50.2;13.3;1.2;0;77.6
SC;Wagener town;32;64.7;0.5;0.4;1.5
LA;Waggaman CDP;31.3;63.5;0.6;0.9;5.7
IL;Waggoner village;99.2;0.8;0;0;0.4
PA;Wagner CDP;100;0;0;0;0
SD;Wagner city;54.7;0.2;40.5;0.2;3
NM;Wagon Mound village;77.7;0.6;2.2;0;84.4
AZ;Wagon Wheel CDP;87.8;0.1;2.7;0.4;14.8
OK;Wagoner city;65.4;8.5;14.4;0.4;2.9
NC;Wagram town;41;49.2;6.8;0.8;1
AZ;Wahak Hotrontk CDP;2.6;0.9;94.7;0;7.9
HI;Wahiawa CDP;11.4;1.6;0.3;40.7;13
MN;Wahkon city;95.1;0;2.4;0.5;1
FL;Wahneta CDP;65.1;1.1;0.9;0.2;64.7
NE;Wahoo city;94.5;0.8;0.3;1;3.5
IA;Wahpeton city;98.5;0.6;0;0.3;0.3
ND;Wahpeton city;92.6;1.3;3.1;0.8;2
HI;Waialua CDP;21.4;0.2;0.2;45.5;10.3
HI;Waianae CDP;8.3;0.8;0.2;14.5;15.9
HI;Waihee-Waiehu CDP;12.2;0.2;0.2;38.3;9.8
HI;Waikane CDP;17.1;0.6;0.1;16.2;7.8
HI;Waikapu CDP;23.7;0.4;0.5;33.9;10.6
HI;Waikele CDP;16;2.7;0.2;54.1;7.4
HI;Waikoloa Village CDP;47.1;0.7;0.8;16.1;10.2
HI;Wailea CDP;78.1;0.7;0.4;8.8;6.9
HI;Wailua CDP;33.1;0.6;0.2;31.8;10
HI;Wailua Homesteads CDP;46.5;0.4;0.3;21;8.6
HI;Wailuku CDP;21;0.6;0.3;37.2;10.3
HI;Waimalu CDP;17.3;2.7;0.3;49.2;8.5
HI;Waimanalo Beach CDP;9.2;0.2;0.1;4.2;7.6
HI;Waimanalo CDP;12.3;0.3;0.2;23.8;11.2
HI;Waimea CDP (Hawaii County);31.2;0.3;0.2;17.3;9
HI;Waimea CDP (Kauai County);17.5;0.6;0.5;34;8
HI;Wainaku CDP;25.1;0.2;0.2;41.6;8.9
HI;Wainiha CDP;62.3;1.3;0.3;3.1;3.5
NY;Wainscott CDP;93.1;2.3;1.7;0.5;14.3
AK;Wainwright city;8.1;0;90.1;0;0.4
OK;Wainwright town;71.5;0;10.3;0;0
HI;Waiohinu CDP;14.1;0;0;24.9;10.3
HI;Waipahu CDP;3.4;0.8;0.1;67.1;5.8
HI;Waipio Acres CDP;19.1;3.3;0.4;35.4;13.4
HI;Waipio CDP;11.6;1.5;0.2;56.4;8.7
OH;Waite Hill village;96.8;0.4;0;1.3;0.2
MN;Waite Park city;83.6;6.6;0.7;3.6;4.5
WA;Waitsburg city;93.1;0.2;1.5;0.7;5.3
VT;Waitsfield CDP;98.8;0;0;0;0.6
KS;Wakarusa CDP;95.4;0.8;0;0.4;3.8
IN;Wakarusa town;96;1;0.1;1;2.4
NC;Wake Forest town;77.3;15.3;0.4;2.9;5.6
TX;Wake Village city;67.4;25.3;0.7;0.9;5.3
KS;WaKeeney city;96.9;0.5;0.3;0.3;1.6
MA;Wakefield CDP;94.5;0.9;0.1;2.6;2.3
PA;Wakefield CDP;95.9;1.3;0.2;0.2;4.6
VA;Wakefield CDP;77.1;2.2;0.2;16.6;7.3
KS;Wakefield city;94.7;0.4;0.6;0.5;3.5
MI;Wakefield city;96.8;0.1;1.1;0.4;1
NE;Wakefield city;75.6;0.4;0.5;0.5;33.6
VA;Wakefield town;46.7;50.7;0.3;1.5;0.9
RI;Wakefield-Peacedale CDP;90.3;1.8;2.6;1.4;2.5
OH;Wakeman village;99;0.2;0.1;0;1.2
OK;Wakita town;93.9;1.2;0.6;0;0.6
SD;Wakonda town;98.4;0.3;0;0;1.2
NC;Wakulla CDP;12.4;1;86.7;0;3.8
OH;Walbridge village;95.9;0.7;0.3;0.3;5.6
IA;Walcott city;97.5;0.2;0.2;0.3;2.5
ND;Walcott city;96.6;0.9;0;0;2.6
CO;Walden town;91.1;0;1.3;0;13.5
TN;Walden town;97.6;0.5;0.1;0.8;2.1
NY;Walden village;78.9;11;0.2;1.4;18.5
AR;Waldenburg town;98.4;1.6;0;0;0
AR;Waldo city;30.6;67.2;0.1;0.1;1.2
FL;Waldo city;70.2;25.9;0.2;0.3;3.2
KS;Waldo city;100;0;0;0;0
AL;Waldo town;63.3;36;0;0;0
OH;Waldo village;96.4;0.3;0;0.9;1.2
WI;Waldo village;92.4;1.4;0.8;2.2;2.4
ME;Waldoboro CDP;96.5;0.1;0.4;0.6;1.9
MD;Waldorf CDP;35.5;53.4;0.5;3.9;5.9
MN;Waldorf city;99.6;0;0;0.4;0
OR;Waldport city;91.2;0.8;1.1;1;3.3
IN;Waldron CDP;98.1;0;0;0.1;1.5
AR;Waldron city;85;0.4;1;2.6;15.5
KS;Waldron city;81.8;0;0;0;0
MI;Waldron village;97.6;0.6;0.9;0;0.7
NJ;Waldwick borough;90.6;1.1;0.1;5;8.6
AK;Wales city;6.2;0;84.8;0;0
ND;Wales city;90.3;0;0;0;0
UT;Wales town;87.1;0;1;0;13.6
WI;Wales village;97.9;0.4;0.2;0.5;1.8
GA;Waleska city;85.1;8.9;0.2;1.4;3.7
IA;Walford city;98.6;0.1;0.1;0.3;0.6
ND;Walhalla city;88.3;0.1;8.7;0;1.7
SC;Walhalla city;76.2;6;0.4;0.8;22.5
CA;Walker CDP;87.2;0.4;7.9;0.4;9.7
IA;Walker city;98;0.3;0.4;0;1
MI;Walker city;91.3;2.8;0.5;1.9;4.1
MN;Walker city;88;0;7.2;1.1;1.3
MO;Walker city;96.7;0;1.1;0;2.6
NV;Walker Lake CDP;88;1.5;5.1;1.5;2.2
MD;Walker Mill CDP;1.4;94.8;0.5;0.4;2.5
LA;Walker town;85.2;10.8;0.3;0.7;2.9
NY;Walker Valley CDP;93.8;1.9;0.4;0.1;7.4
MD;Walkersville town;88;5.2;0.3;2.4;4.1
IN;Walkerton town;95;0.4;0.7;0.3;5
NC;Walkertown town;76.9;17.5;0.3;0.6;5.6
MT;Walkerville town;93.2;0.1;3.3;0.6;3.9
MI;Walkerville village;83.4;1.2;2;0.4;17.8
PA;Wall borough;89.8;7.1;0;0.5;1
IA;Wall Lake city;99.8;0;0;0.1;0.1
AZ;Wall Lane CDP;49.9;0.5;0;2.9;83.1
SD;Wall town;88.9;0.1;7;0.1;1
WA;Walla Walla city;81.6;2.7;1.3;1.4;22
WA;Walla Walla East CDP;94;0.2;1;1.1;7
CA;Wallace CDP;86.1;0.7;1;2.5;7.9
FL;Wallace CDP;93.9;1.4;1.4;1;1.3
LA;Wallace CDP;7.2;90.8;0.6;0;1.5
SC;Wallace CDP;55.4;38.9;2.8;0;1.1
ID;Wallace city;95.9;0.1;1;0.3;2.3
KS;Wallace city;100;0;0;0;0
LA;Wallace Ridge CDP;96.9;2.5;0.1;0;0.1
IN;Wallace town;100;0;0;0;0
NC;Wallace town;52;26;0.4;0.2;25.5
SD;Wallace town;96.5;2.4;0;0;0
NE;Wallace village;85.5;0;1.1;0.8;17.2
PA;Wallaceton borough;99.7;0.3;0;0;0
TN;Walland CDP;98.8;0;0.8;0.4;3.5
NC;Wallburg town;94.9;0.9;0.5;0.8;3.1
MI;Walled Lake city;88.7;4.4;0.4;2.8;3.9
PA;Wallenpaupack Lake Estates CDP;96;2.3;0.2;0.3;3.6
PA;Waller CDP;100;0;0;0;0
WA;Waller CDP;85.6;2.2;2.5;3.6;4.9
TX;Waller city;64.4;20.9;1;0.9;26.6
VT;Wallingford CDP;98.8;0;0;0.2;1
CT;Wallingford Center CDP;87.5;1.9;0.2;3.4;14.3
IA;Wallingford city;99.5;0.5;0;0;0.5
NJ;Wallington borough;85.5;3.2;0.2;5.6;10.8
KY;Wallins Creek city;99.4;0;0;0.6;0
TX;Wallis city;68.8;14.5;0.9;0.4;27.8
NY;Wallkill CDP;93;2.5;0.3;0.9;8.4
MI;Walloon Lake CDP;96.2;0;0;1.7;1.4
OR;Wallowa city;95.9;0.5;0.4;0;2
OR;Wallowa Lake CDP;96.8;0;1.6;0;1.6
MS;Walls town;34.7;60.8;0.2;0.6;3
UT;Wallsburg town;99.6;0;0;0;2.4
WA;Wallula CDP;92.2;0;0;0;25.1
CA;Walnut city;23.7;2.8;0.2;63.6;19.1
IA;Walnut city;96.9;1;0;0.8;1.4
KS;Walnut city;96.8;0;1.8;0;3.6
NC;Walnut Cove town;79.6;18.2;0.1;0.2;1.5
AZ;Walnut Creek CDP;95.4;0.4;0.7;0.2;5.9
OH;Walnut Creek CDP;99.2;0.1;0;0.1;0.2
CA;Walnut Creek city;78.7;1.6;0.2;12.5;8.6
NC;Walnut Creek village;91.7;4.1;0.1;1.9;1.7
CA;Walnut Grove CDP;61.2;1;1.6;7.1;43.6
WA;Walnut Grove CDP;85.3;2.2;0.7;4.5;6.4
TN;Walnut Grove CDP (Hardin County);97.5;0;0;0;2.3
TN;Walnut Grove CDP (Sumner County);97.6;1.3;0.5;0.1;2.1
GA;Walnut Grove city;90.1;5.3;0.3;0.7;3.5
MN;Walnut Grove city;63.4;0;0.5;35;2.1
MO;Walnut Grove city;97.6;0.2;1.4;0;0.8
AL;Walnut Grove town;96.6;0;0.6;0.1;1.6
MS;Walnut Grove town;24.6;74.6;0.1;0.2;0.9
TN;Walnut Hill CDP;98.2;0.6;0.3;0.1;0.8
IL;Walnut Hill village;92.6;0;0;0;4.6
CA;Walnut Park CDP;56.7;0.4;1.7;0.6;97.4
AR;Walnut Ridge city;96.6;1.9;0.4;0.2;1
TX;Walnut Springs city;87.4;0.1;1;0;30.8
MS;Walnut town;83.8;12.6;0.4;0.5;1.6
IL;Walnut village;97.9;0;0.2;0.6;2.1
PA;Walnutport borough;94.8;0.9;0.4;0.8;3.3
PA;Walnuttown CDP;99.8;0;0;0;1.4
MA;Walpole CDP;93.8;1.5;0.1;3.1;2
NH;Walpole CDP;97.2;0.3;0;0.8;1.3
CO;Walsenburg city;75.5;0.6;5.2;0.3;56
CO;Walsh town;85.7;0;2.4;0;18.1
IL;Walshville village;90.6;9.4;0;0;0
NC;Walstonburg town;67.1;30.1;0.5;0;4.6
SC;Walterboro city;45.2;50.5;0.3;1;2.9
TN;Walterhill CDP;89.8;6.2;0;0.2;4.5
MN;Walters city;98.6;0;0;0;1.4
OK;Walters city;78;0.8;13.2;0.2;5.3
MS;Walthall village;88.2;9;0.7;0.7;1.4
MA;Waltham city;75.4;6;0.2;9.7;13.7
MN;Waltham city;97.4;0;0;0.7;2
NE;Walthill village;15.6;0.6;80.9;0.1;3.3
GA;Walthourville city;31.6;57.7;0.7;1.4;8.3
NE;Walton CDP;96.1;0.7;0.7;1.3;0.3
KS;Walton city;93.2;0.4;5.1;0.4;6
KY;Walton city;95.8;1.5;0.2;0.6;1.7
OH;Walton Hills village;90.7;8.1;0.2;0.3;0.7
NY;Walton Park CDP;86.8;4.3;0.1;3.9;13
IN;Walton town;93.2;0.3;0.1;0.3;9.5
NY;Walton village;96;1.1;0.5;0.7;3.3
IL;Waltonville village;98.6;0.5;0.5;0;0.7
WI;Walworth village;87.5;0.7;0.1;0.8;17.8
IL;Wamac city;90.8;2.8;0.7;0.1;4.9
KS;Wamego city;94.1;0.8;0.6;0.5;3.9
OR;Wamic CDP;90.6;1.2;2.4;0;12.9
NY;Wampsville village;94.8;1.5;0.6;0.7;0.9
PA;Wampum borough;94.3;1.8;0.6;0.1;3.1
WY;Wamsutter town;82.7;0.7;2.9;0;19.7
NY;Wanakah CDP;97.3;0.3;0.7;0.6;1.7
NJ;Wanamassa CDP;88.4;3.4;0.4;4.4;6.5
PA;Wanamie CDP;97.4;0.7;0;0.5;1.6
MN;Wanamingo city;97.6;1.7;0;0.1;1.1
NJ;Wanaque borough;87.5;3.1;0.4;4.7;9.7
IN;Wanatah town;96.9;0.1;1;0.2;3
SD;Wanblee CDP;1.9;0;94.5;0;2.8
NC;Wanchese CDP;95.9;0.2;0.2;0.2;4.4
MN;Wanda city;100;0;0;0;0
OK;Wanette town;82.6;0.9;10.6;0;2.3
NE;Wann CDP;100;0;0;0;0
OK;Wann town;69.6;0.8;17.6;0;0.8
UT;Wanship CDP;91.5;0;0.3;0;8.8
NY;Wantagh CDP;96;0.3;0.1;2;4.7
OH;Wapakoneta city;97.1;0.4;0.3;0.4;1.6
OK;Wapanucka town;75.8;0.2;12.8;0.7;7.5
WA;Wapato city;17.2;0.3;6.6;1.3;84.2
IL;Wapella village;98.6;0.7;0;0;1.8
IA;Wapello city;94.2;0.5;0.2;0.1;8.2
NY;Wappingers Falls village;72.5;7.4;0.3;4.8;26.2
WV;War city;94.7;3.2;0.6;0;0.6
MN;Warba city;97.2;0;2.8;0;0
AR;Ward city;94;1.1;1.2;0.6;3.1
CO;Ward town;94.7;1.3;1.3;0;2
SC;Ward town;69.2;19.8;0;0;9.9
SD;Ward town;93.8;0;2.1;0;0
MO;Wardell town;95.3;3.5;0.2;0;0.7
WA;Warden city;48;0.4;0.8;0.6;77.1
WV;Wardensville town;96.3;1.8;0;1.1;2.2
ID;Wardner city;95.2;0;1.1;1.6;2.7
MO;Wardsville village;97.7;0.6;0.3;0.3;0.5
MA;Ware CDP;92.9;1.3;0.4;0.6;5.3
SC;Ware Place CDP;83.8;12.7;0.9;0;1.3
SC;Ware Shoals town;76.7;20.9;0.1;0.1;1.4
MA;Wareham Center CDP;88.6;3;0.7;0.5;1.8
NJ;Waretown CDP;97.8;0.4;0;0.5;2.4
VA;Warfield CDP;23.5;74.8;0;0;0
KY;Warfield city;100;0;0;0;0.7
WA;Warm Beach CDP;91.8;0.7;1.4;0.8;4.3
FL;Warm Mineral Springs CDP;96.5;1.5;0.2;0.3;3.3
ID;Warm River city;100;0;0;0;0
CA;Warm Springs CDP;62.5;4.4;0.9;3.8;46
OR;Warm Springs CDP;2.6;0.1;91.7;0;8.4
VA;Warm Springs CDP;82.9;15.4;0;0.8;16.3
GA;Warm Springs city;66.6;31.3;0.5;0.9;0.9
PA;Warminster Heights CDP;60.7;10.6;0.8;3.3;35.1
NH;Warner CDP;98.6;0.2;0.2;0;0
GA;Warner Robins city;53.2;37.1;0.4;2.6;7.6
OK;Warner town;66.6;2.6;21.1;0;1.8
SD;Warner town;95.8;0.4;1.5;0.7;0.9
CA;Warner Valley CDP;100;0;0;0;0
OK;Warr Acres city;67.2;9.8;3;2.2;20.2
WY;Warren AFB CDP;79.1;7.6;0.7;2.3;11.3
MA;Warren CDP;96.8;0.6;0;0;2.5
OR;Warren CDP;93.6;0.3;1;1.2;2.9
TX;Warren CDP;96.4;1.6;1.1;0;0.8
AR;Warren city;45.3;40.9;0.3;0.3;15
MI;Warren city;78.4;13.5;0.4;4.6;2.1
MN;Warren city;97.2;0.4;0.3;0.3;2.6
OH;Warren city;67.7;27.7;0.2;0.4;1.9
PA;Warren city;97.5;0.5;0.3;0.6;0.9
TX;Warren City city;87.9;7.7;0;0;6
IN;Warren Park town;78.6;16.1;0.1;0.2;7.3
IN;Warren town;98.8;0.1;0.1;0.2;0.4
IL;Warren village;98.2;0.6;0.1;0.1;1.4
WI;Warrens village;94.5;1.1;1.9;0;0.8
NY;Warrensburg CDP;97.6;0.3;0.1;0.6;2.3
MO;Warrensburg city;85.3;7.5;0.5;2.8;3.1
IL;Warrensburg village;97.4;0.7;0;0.3;0.6
OH;Warrensville Heights city;3.6;93.5;0.2;0.3;1.4
GA;Warrenton city;27.2;70.6;0.3;0.8;1.3
MO;Warrenton city;93.9;2.1;0.6;0.7;3.7
OR;Warrenton city;91.5;0.6;1.3;1.1;5.7
NC;Warrenton town;54.6;40.8;0.8;0.2;3.4
VA;Warrenton town;78.1;13.6;0.3;2.3;7.4
SC;Warrenville CDP;85.8;5.4;0.9;0.2;6.8
IL;Warrenville city;82.2;3.9;0.6;3.7;20.9
FL;Warrington CDP;68.9;21.8;1.1;2.5;5.3
AL;Warrior city;83.1;14.2;0.2;0.4;0.8
PA;Warrior Run borough;97.4;0;0;0.2;1.5
MN;Warroad city;83.3;0.1;5.7;8.5;1
MN;Warsaw CDP;96.8;0.2;0;0.5;0.3
IL;Warsaw city;97.7;0.1;0.2;0.4;0.9
IN;Warsaw city;89.5;1.6;0.5;2.2;10.4
KY;Warsaw city;85.9;4.3;0.1;0.7;12.4
MO;Warsaw city;96.3;1;1.1;0.2;3.2
NC;Warsaw town;33.5;53;0.4;0.3;16.9
VA;Warsaw town;70.4;25.5;0.7;0.7;6.3
NY;Warsaw village;96.9;0.2;0.3;0.9;1.6
OH;Warsaw village;98.8;0.1;0.1;0.3;0.7
MO;Warson Woods city;97.9;0.5;0.2;0.7;1.3
TN;Wartburg city;96.6;0.8;0.1;0.1;1.1
TN;Wartrace town;86.6;7.1;1.1;0.9;3.7
GA;Warwick city;35.2;63.8;0.2;0.5;0
ND;Warwick city;56.9;0;40;0;3.1
RI;Warwick city;92.7;1.7;0.3;2.3;3.4
OK;Warwick town;88.5;2.7;2.7;1.4;0.7
NY;Warwick village;91.5;2.9;0.2;1.2;9.1
CA;Wasco city;49.2;7.6;1.1;0.7;76.7
OR;Wasco city;95.6;0.5;0.7;0.2;2
MN;Waseca city;89;3.7;1.5;1;9
WY;Washam CDP;100;0;0;0;3.9
IA;Washburn CDP;97.8;0.7;0;0;1.6
ME;Washburn CDP;97.3;0;0.9;0.8;0.5
MO;Washburn city;94;0;0.9;0;4.6
ND;Washburn city;98;0.1;0.6;0;1.1
WI;Washburn city;88.4;0.8;5.9;0.3;1.6
IL;Washburn village;97.7;0.4;0;0;2.6
DC;Washington ;38.5;50.7;0.3;3.5;9.1
PA;Washington Boro CDP;98.5;0.3;0;0.4;1.4
NJ;Washington borough;85.7;6;0.1;3.4;8.5
CA;Washington CDP;89.7;0.5;2.2;0;5.9
WV;Washington CDP;97.3;0.2;0.1;1.1;0.8
AR;Washington city;52.2;43.3;0;0.6;2.2
GA;Washington city;36;60.5;0.2;0.7;1.5
IL;Washington city;96.6;0.5;0.1;1;1.6
IN;Washington city;89.2;1.1;0.3;1.1;9.6
IA;Washington city;92.5;1.4;0.2;0.5;10.7
KS;Washington city;97.8;0.3;0.1;0.2;2.3
MO;Washington city;96.7;0.7;0.1;0.5;2.1
NC;Washington city;49;45.5;0.2;0.5;5.5
PA;Washington city;77.7;15.9;0.2;0.7;1.8
UT;Washington city;90.7;0.3;1;0.9;8.4
OH;Washington Court House city;93.5;2.7;0.3;0.8;1.8
MD;Washington Grove town;85.2;4;0;7.4;5.6
NY;Washington Heights CDP;65.6;16.3;1;3.2;29.7
NY;Washington Mills CDP;92.3;2.2;0;1.8;3
AZ;Washington Park CDP;100;0;0;0;0
FL;Washington Park CDP;2.8;94.9;0;0.4;1.8
NC;Washington Park town;96.7;2.7;0.4;0;1.1
IL;Washington Park village;11.2;86.1;0.2;0.1;2.7
UT;Washington Terrace city;86.9;2.1;0.7;1.3;12.9
LA;Washington town;43.8;53.3;0.4;0.1;1.9
OK;Washington town;85.4;0.2;4.7;0.2;6
VA;Washington town;90.4;5.9;0;1.5;1.5
NE;Washington village;98;1.3;0.7;0;0
PA;Washingtonville borough;98.5;0;0;0.4;0
NY;Washingtonville village;80.3;8.2;0.5;2.5;18.3
OH;Washingtonville village;98;0.9;0;0;0.5
NV;Washoe Valley CDP;93.6;0.5;0.9;0.9;5.1
WA;Washougal city;90.3;0.6;1;2.4;5.3
IA;Washta city;99.2;0;0;0.4;2.4
WA;Washtucna town;95.2;1;1.4;0;2.4
AK;Wasilla city;83.4;1.4;5.2;2.1;4.3
TX;Waskom city;69.8;13.3;0.9;0.2;19.6
MO;Wasola CDP;94.7;0;0;0;0.9
SD;Wasta town;100;0;0;0;1.3
IL;Wataga village;96.6;0.8;0.1;0.1;2.4
TN;Watauga city;93.7;1.5;0.7;0.2;1.3
TX;Watauga city;79.3;5.9;0.9;5.1;20.1
RI;Watch Hill CDP;99.4;0;0;0;1.9
NY;Watchtower CDP;80.8;10.4;0;5.5;11.4
NJ;Watchung borough;80.5;3.4;0.1;12.7;5.3
NY;Water Mill CDP;93.8;1;0;1.4;7
KY;Water Valley city;91.4;5.7;0;0;1.1
MS;Water Valley city;56.4;42.2;0.1;0.1;1.1
CT;Waterbury city;58.8;20.1;0.6;1.8;31.2
NE;Waterbury village;100;0;0;0;1.4
VT;Waterbury village;95.9;0.7;0.5;1.2;1.1
NM;Waterflow CDP;48.4;0.7;44.5;0.2;10.2
PA;Waterford borough;98.5;0.4;0.3;0.3;0.9
CT;Waterford CDP;87.8;4.3;0.8;2.9;6.5
OH;Waterford CDP;98.7;0;0.2;0;0.4
CA;Waterford city;71;0.9;1.3;1.5;42.3
NY;Waterford village;94.8;1.7;0.2;1.5;2.8
WI;Waterford village;97;0.4;0.2;0.7;3
FL;Watergate CDP;85.3;5;1.2;1.6;20.1
CA;Waterloo CDP;78.7;0;0.9;3.7;26.6
IL;Waterloo city;97.9;0.1;0.4;0.3;1.5
IA;Waterloo city;77.3;15.5;0.3;1.1;5.6
WI;Waterloo city;88;0.8;0.3;0.3;12.8
AL;Waterloo town;99;0.5;0.5;0;0
IN;Waterloo town;95.3;0.5;0.1;0;3.8
OR;Waterloo town;96.5;0;1.3;0;5.7
SC;Waterloo town;45.8;52.4;0;0;0
NE;Waterloo village;95.9;0.6;1.2;0;6.5
NY;Waterloo village;96.6;1.1;0;0.4;2.2
IL;Waterman village;94.5;1.5;0.5;0.8;6.1
LA;Waterproof town;8.1;91.9;0;0;0.1
MI;Watersmeet CDP;67.5;0.2;29.4;0;1.4
CT;Watertown CDP;96;1.1;0.3;0.9;2.8
FL;Watertown CDP;65.2;31.4;0.3;0.2;3
MN;Watertown city;95.8;0.3;0.4;0.8;1.7
NY;Watertown city;86.2;6;0.6;1.8;5.6
SD;Watertown city;94.8;0.4;2.4;0.5;1.6
TN;Watertown city;91.1;5.7;0.3;0.1;2.9
WI;Watertown city;94;0.8;0.3;0.8;7.3
MA;Watertown Town city;84.9;3;0.1;7.2;5.3
MD;Waterview CDP;97.5;0;0;2.5;0
IA;Waterville city;98.6;0;0;0;1.4
KS;Waterville city;98.4;0.3;0.1;0;2.2
ME;Waterville city;93.9;1.1;0.6;1.2;2.4
MN;Waterville city;96.9;0.4;1;0.3;1.8
WA;Waterville town;94.5;0;1.1;0.6;9.8
NY;Waterville village;97;0.3;0.2;0.4;1
OH;Waterville village;96.7;0.5;0.1;1;2.7
MI;Watervliet city;94.3;1;0.8;0.2;3.9
NY;Watervliet city;83.5;8.9;0.4;2.5;6.1
ND;Watford City city;93.6;0.1;3.4;0.7;1.9
NC;Watha town;84.7;7.9;0.5;0;7.4
KS;Wathena city;96.6;1.3;0.3;0.3;1.1
CO;Watkins CDP;90.2;1.8;0.5;1.2;9.6
IA;Watkins CDP;100;0;0;0;0.8
MN;Watkins city;98.8;0.5;0.2;0.2;0.4
NY;Watkins Glen village;96.2;0.5;0.4;0.5;1.4
GA;Watkinsville city;87.6;6.3;0.2;2.4;4.3
OK;Watonga city;74.9;5.5;5.8;0.3;47.4
NM;Watrous CDP;85.2;0;3;0;83.7
IL;Watseka city;95.1;0.8;0.2;0.7;3.6
LA;Watson CDP;97.3;1.3;0.3;0.2;1
AR;Watson city;68.2;29.9;0;0;1.4
MN;Watson city;98.5;0;0;0;1.5
IL;Watson village;98.5;0.3;0;0.1;0.8
MO;Watson village;100;0;0;0;0
PA;Watsontown borough;97;0.6;0.3;0.8;1.1
CA;Watsonville city;43.7;0.7;1.2;3.3;81.4
KY;Watterson Park city;63.1;21.2;0.1;0.6;19.5
SC;Watts Mills CDP;57.9;20.9;0.2;0.4;29.3
OK;Watts town;58.6;0;30.2;0;3.1
PA;Wattsburg borough;99.3;0.2;0;0;1.5
VA;Wattsville CDP;64.9;28;0.4;1.1;3.6
SD;Waubay city;59.9;0;36.5;0.3;2.3
WI;Waubeka CDP;98.5;0.5;0;0;0.5
MN;Waubun city;46;0.3;33.3;0.3;2
FL;Wauchula city;67.2;5.9;0.9;1;48.6
IA;Waucoma city;98.1;0;0;0.4;0.4
IL;Wauconda village;85;0.9;0.1;4.2;17.8
OK;Wauhillau CDP;28.1;0;55.1;0;3.5
WI;Waukau CDP;98.4;1.2;0;0;0.4
IA;Waukee city;93.9;1.3;0.2;2.6;3
FL;Waukeenah CDP;72.4;26.5;0;0;1.1
IL;Waukegan city;46.6;19.2;1.2;4.3;53.4
CA;Waukena CDP;79.6;0;2.8;0;41.7
WI;Waukesha city;88.1;2.3;0.4;3.5;12.1
OK;Waukomis town;94.5;0.4;1.9;0.1;2.1
IA;Waukon city;98.4;0.4;0.1;0.1;1.4
WI;Waumandee CDP;100;0;0;0;0
WA;Wauna CDP;90.5;0.9;0.6;2.3;3.7
WI;Waunakee village;95.8;1;0.2;1.2;2.2
NE;Wauneta village;95.7;0.2;0;0.2;6.6
WI;Waupaca city;96.6;0.9;0.7;0.3;2.3
WI;Waupun city;84.7;12.2;1.2;0.3;1.9
CT;Wauregan CDP;92.4;1.3;0.2;1;6.3
OK;Waurika city;86;1.4;5.2;0.3;8.1
NE;Wausa village;97.6;0;0.2;0.5;2.5
WI;Wausau city;83.7;1.4;0.8;11.1;2.9
FL;Wausau town;94.8;0.8;0.8;0.8;1.6
WI;Wausaukee village;95.7;0;1.2;0.2;2.8
OH;Wauseon city;90.3;0.9;0.3;1;14.2
WI;Wautoma city;88.3;1.4;0.7;0.4;15.8
WI;Wauwatosa city;89.6;4.5;0.3;2.8;3.1
WI;Wauzeka village;95.8;1;0.1;0.3;1.8
MS;Waveland city;80.5;13.3;0.6;1.5;3.8
IN;Waveland town;98.1;0;0.2;0;2.6
FL;Waverly CDP;46;45.8;1.7;0;8.3
MI;Waverly CDP;75.2;13.8;0.5;4.2;6.9
PA;Waverly CDP;98;0.5;0;0.5;2.3
SD;Waverly CDP;97.3;0;0;0;2.7
WV;Waverly CDP;96.7;0.8;0;0;1.5
IL;Waverly city;98.5;0.3;0.3;0;0.2
IA;Waverly city;95.3;1.7;0.1;1.2;1.3
KS;Waverly city;96.5;0;0.7;0.2;2.7
KY;Waverly city;92.9;5.8;0;0;0.6
MN;Waverly city;97.3;0.5;0.4;0.8;1.3
MO;Waverly city;94.5;2.1;0.2;0.2;6.1
NE;Waverly city;98.2;0.2;0.2;0.3;1.4
TN;Waverly city;89.3;7.9;0.3;0.3;2.2
OH;Waverly City city;96.2;1;0.3;0.4;0.8
GA;Waverly Hall town;57.8;38.1;1;0.4;2.7
AL;Waverly town;87.6;11.7;0;0;2.8
VA;Waverly town;30.3;64.8;0;0.5;3.9
WA;Waverly town;97.2;0;0.9;0;0.9
NY;Waverly village;97;0.8;0.3;0.4;1.2
NC;Waves CDP;94;0;0;0;4.5
CA;Wawona CDP;81.7;1.2;1.8;2.4;7.1
TX;Waxahachie city;75.6;12.9;0.6;0.5;23.2
NC;Waxhaw town;82.1;11.2;0.1;2;6.4
